recommendationid,appid,game_name,steam_label_text,llm_sentiment,llm_primary_issue,llm_urgency_candidate,release_period,playtime_at_review_hours,votes_up,weighted_vote_score,llm_issue_category,issue_name_kor,llm_issue_sentiment,llm_issue_evidence,source_run
186756698,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,high,D0-D30,47.083333333333336,1,0.5,gameplay_loop,게임플레이 루프,negative,"poor design, not worth investing in beyond NG difficulties",heroes_of_hammerwatch_2
186666643,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,25.25,270,0.752787709236145,gameplay_loop,게임플레이 루프,negative,"Roguelite elements are extremely limited, build variety is very limited.",heroes_of_hammerwatch_2
186666643,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,25.25,270,0.752787709236145,balance,밸런스,negative,"balance between skills isn't great, aiming for the exact same skill orb setup every run.",heroes_of_hammerwatch_2
186666643,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,25.25,270,0.752787709236145,content_volume,콘텐츠 분량,negative,"very few of the Trinkets are transformative, skill trees are straight lines.",heroes_of_hammerwatch_2
186502592,619820,Heroes of Hammerwatch II,negative,negative,content_volume,high,D0-D30,10.5,10,0.6016805171966553,content_volume,콘텐츠 분량,negative,"less enemy types, less types of traps, less skills, less classes, no puzzles, less varied maps.",heroes_of_hammerwatch_2
186502592,619820,Heroes of Hammerwatch II,negative,negative,content_volume,high,D0-D30,10.5,10,0.6016805171966553,graphics_audio,그래픽/사운드,negative,"large texture issues, broken fonts.",heroes_of_hammerwatch_2
186502592,619820,Heroes of Hammerwatch II,negative,negative,content_volume,high,D0-D30,10.5,10,0.6016805171966553,crash,크래시,negative,a couple of crashes.,heroes_of_hammerwatch_2
186502592,619820,Heroes of Hammerwatch II,negative,negative,content_volume,high,D0-D30,10.5,10,0.6016805171966553,balance,밸런스,negative,"last zone is full of multicast enemies who can deal 100x more damage, silence and disarm issues.",heroes_of_hammerwatch_2
185615288,619820,Heroes of Hammerwatch II,negative,negative,other,low,D0-D30,0.4333333333333333,7,0.1013200730085372,other,기타,negative,"Combat- Bad, Exploration- bad, Everything- bad.",heroes_of_hammerwatch_2
198217230,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,low,D91-D180,2.8833333333333333,0,0.4045534133911133,gameplay_loop,게임플레이 루프,negative,"Too old-school, feels like fighting porridge with a machine gun compared to modern roguelikes.",heroes_of_hammerwatch_2
185984376,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D0-D30,19.466666666666665,282,0.824140191078186,multiplayer_network,멀티/네트워크,negative,"Joined online game and town progress was nuked, resources gone, achievements wiped.",heroes_of_hammerwatch_2
185984376,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D0-D30,19.466666666666665,282,0.824140191078186,save_progression,저장/진행,negative,"Town progress and achievements wiped after multiplayer session, no rollback option.",heroes_of_hammerwatch_2
186434231,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,24.85,0,0.5,positive_praise,긍정 칭찬,positive,"Fun playing Co-op, map shortcuts are great, no issues with online play.",heroes_of_hammerwatch_2
186434231,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,24.85,0,0.5,save_progression,저장/진행,positive,Easy to back up saves to local or steam cloud.,heroes_of_hammerwatch_2
198642497,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D91-D180,12.45,0,0.5,positive_praise,긍정 칭찬,positive,"전작의 훌륭한 후속작이며 레벨 확장, 마을 확장, 새로운 아이템/장비 추가가 만족스러움",heroes_of_hammerwatch_2
198642497,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D91-D180,12.45,0,0.5,gameplay_loop,게임플레이 루프,positive,액션 RPG로서의 재미가 강화되었고 친구와 함께하기 좋음,heroes_of_hammerwatch_2
185807206,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,25.183333333333334,0,0.5,positive_praise,긍정 칭찬,positive,게임이 아름답고 매우 만족스러움,heroes_of_hammerwatch_2
185915581,619820,Heroes of Hammerwatch II,negative,mixed,content_volume,medium,D0-D30,25.366666666666667,794,0.8280113339424133,content_volume,콘텐츠 분량,negative,"전작의 아이템, 적, 그래픽 등 85%가 재사용되어 후속작으로서의 차별점이 부족함",heroes_of_hammerwatch_2
185915581,619820,Heroes of Hammerwatch II,negative,mixed,content_volume,medium,D0-D30,25.366666666666667,794,0.8280113339424133,gameplay_loop,게임플레이 루프,negative,전작 대비 클래스 삭제 및 콘텐츠 재탕으로 인해 시리즈 팬들에게 실망감을 줌,heroes_of_hammerwatch_2
224088026,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D181+,10.966666666666669,0,0.5,multiplayer_network,멀티/네트워크,negative,multiplayer is currently so broken its unplayable with friends,heroes_of_hammerwatch_2
199823507,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,medium,D181+,8.5,127,0.6972960233688354,gameplay_loop,게임플레이 루프,negative,"core gameplay loop is fun for a little bit, it quickly becomes stale",heroes_of_hammerwatch_2
199823507,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,medium,D181+,8.5,127,0.6972960233688354,content_volume,콘텐츠 분량,negative,not much content in the game at all,heroes_of_hammerwatch_2
199823507,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,medium,D181+,8.5,127,0.6972960233688354,progression_grind,성장/반복 노가다,negative,"pure grindfest, progression is just straight metaprogression, 56 clears required for max level",heroes_of_hammerwatch_2
185946446,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,2.0166666666666666,0,0.5,positive_praise,긍정 칭찬,positive,"sequel has far surpassed the original, game feels so much fun to replay, unlocks feel refreshing",heroes_of_hammerwatch_2
186321676,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,23.8,1,0.523809552192688,positive_praise,긍정 칭찬,positive,"Amazing game, base game is more than worth its price.",heroes_of_hammerwatch_2
186321676,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,23.8,1,0.523809552192688,content_volume,콘텐츠 분량,positive,I really wish for more content in the form of DLC's.,heroes_of_hammerwatch_2
185970297,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,1.15,2,0.4821741878986358,bug,버그,negative,The game is a downgraded buggy version of HoH1.,heroes_of_hammerwatch_2
187418884,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,7.066666666666666,0,0.5,positive_praise,긍정 칭찬,positive,great progression for an arpg. feels like a blend of rogue legacy and diablo.,heroes_of_hammerwatch_2
186584655,619820,Heroes of Hammerwatch II,negative,mixed,bug,high,D0-D30,62.78333333333333,1,0.5,bug,버그,negative,"pushed out of bounds, disconnecting, unable to reconnect",heroes_of_hammerwatch_2
186584655,619820,Heroes of Hammerwatch II,negative,mixed,bug,high,D0-D30,62.78333333333333,1,0.5,crash,크래시,negative,crash to desktops,heroes_of_hammerwatch_2
186584655,619820,Heroes of Hammerwatch II,negative,mixed,bug,high,D0-D30,62.78333333333333,1,0.5,multiplayer_network,멀티/네트워크,negative,"disconnecting, unable to reconnect or rejoin",heroes_of_hammerwatch_2
186584655,619820,Heroes of Hammerwatch II,negative,mixed,bug,high,D0-D30,62.78333333333333,1,0.5,positive_praise,긍정 칭찬,positive,"I like the gameplay, lots, and a lot of the direction",heroes_of_hammerwatch_2
185672284,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.4833333333333333,3,0.4222330152988434,bug,버그,negative,repeatedly got stuck on every loading screen,heroes_of_hammerwatch_2
185672284,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.4833333333333333,3,0.4222330152988434,other,기타,negative,not worth paying for right now,heroes_of_hammerwatch_2
188173514,619820,Heroes of Hammerwatch II,negative,negative,performance,high,D31-D90,9.933333333333334,4,0.4688466787338257,performance,성능,negative,"memory leaks is absurd, freezes and stutters",heroes_of_hammerwatch_2
187631087,619820,Heroes of Hammerwatch II,negative,negative,other,medium,D0-D30,16.283333333333335,4,0.5307117104530334,graphics_audio,그래픽/사운드,negative,ART에 대한 불만족 언급,heroes_of_hammerwatch_2
187631087,619820,Heroes of Hammerwatch II,negative,negative,other,medium,D0-D30,16.283333333333335,4,0.5307117104530334,progression_grind,성장/반복 노가다,negative,Character Growth에 대한 불만족 언급,heroes_of_hammerwatch_2
195082220,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D91-D180,2.4,0,0.4398826956748962,positive_praise,긍정 칭찬,positive,타운 빌딩 시스템과 로그라이트 진행 방식에 대한 긍정적 평가,heroes_of_hammerwatch_2
195082220,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D91-D180,2.4,0,0.4398826956748962,gameplay_loop,게임플레이 루프,positive,전투 시스템과 다양한 클래스/전문화에 대한 만족감 표현,heroes_of_hammerwatch_2
185868693,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,6.533333333333333,0,0.5,positive_praise,긍정 칭찬,positive,Vagante와 Diablo의 장점을 잘 섞은 중독성 있는 게임성 칭찬,heroes_of_hammerwatch_2
202034021,619820,Heroes of Hammerwatch II,negative,mixed,progression_grind,medium,D181+,18.65,22,0.6208768486976624,progression_grind,성장/반복 노가다,negative,초반 이후 퀘스트나 NPC 없이 반복적인 노가다만 남음,heroes_of_hammerwatch_2
202034021,619820,Heroes of Hammerwatch II,negative,mixed,progression_grind,medium,D181+,18.65,22,0.6208768486976624,graphics_audio,그래픽/사운드,positive,그래픽은 훌륭함,heroes_of_hammerwatch_2
209002124,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D181+,15.8,0,0.5,positive_praise,긍정 칭찬,positive,"멀티플레이, 마을 업그레이드, 장비 시스템 등 로그라이트 요소가 재미있음",heroes_of_hammerwatch_2
186587078,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D0-D30,5.25,2,0.5065789818763733,gameplay_loop,게임플레이 루프,negative,마을 귀환 방식이 죽음뿐이라 자원 손실이 큼,heroes_of_hammerwatch_2
186587078,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D0-D30,5.25,2,0.5065789818763733,balance,밸런스,negative,부활 시 최대 체력 감소 페널티가 너무 가혹함,heroes_of_hammerwatch_2
186587078,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D0-D30,5.25,2,0.5065789818763733,bug,버그,negative,갑자기 나타나는 버그(적)에 대한 불만,heroes_of_hammerwatch_2
212973613,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,medium,D181+,56.0,4,0.534324049949646,progression_grind,성장/반복 노가다,negative,그라인딩이 너무 심하고 성장이 체감되지 않음,heroes_of_hammerwatch_2
212973613,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,medium,D181+,56.0,4,0.534324049949646,gameplay_loop,게임플레이 루프,negative,모든 런이 똑같이 느껴짐,heroes_of_hammerwatch_2
212973613,619820,Heroes of Hammerwatch II,negative,negative,progression_grind,medium,D181+,56.0,4,0.534324049949646,balance,밸런스,negative,최대 레벨 제한이 너무 낮아 캐릭터가 강해지는 느낌을 받기 어려움,heroes_of_hammerwatch_2
188905507,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D31-D90,4.333333333333333,0,0.5,bug,버그,negative,5-10분 플레이 후 캐릭터가 움직이지 않는 버그 발생,heroes_of_hammerwatch_2
188905507,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D31-D90,4.333333333333333,0,0.5,gameplay_loop,게임플레이 루프,negative,최근 업데이트 이후 게임이 플레이 불가능해짐,heroes_of_hammerwatch_2
191046035,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D31-D90,65.13333333333334,0,0.5,positive_praise,긍정 칭찬,positive,"게임이 재미있고 조작감이 좋음, 업그레이드 밸런스가 훌륭함",heroes_of_hammerwatch_2
187776659,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,252.41666666666663,2,0.5044052600860596,gameplay_loop,게임플레이 루프,negative,building every class in the same way,heroes_of_hammerwatch_2
186143363,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,0.55,4,0.4576252102851867,gameplay_loop,게임플레이 루프,negative,"barebones arpg formula with rouglite/town mechanics sprinkled in. Boring, unexciting.",heroes_of_hammerwatch_2
202460028,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,low,D181+,19.0,8,0.5681401491165161,graphics_audio,그래픽/사운드,positive,new art in this game is great! Sprites are more detailed and ability effects look visually very interesting.,heroes_of_hammerwatch_2
202460028,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,low,D181+,19.0,8,0.5681401491165161,ui_ux,UI/UX,negative,character's aesthetic ended up being more reliant on the equipment you had and it didn't seem like I had the same opportunities for color customization,heroes_of_hammerwatch_2
202460028,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,low,D181+,19.0,8,0.5681401491165161,gameplay_loop,게임플레이 루프,positive,addition of subclasses... freely experiment with different specializations... was awesome!,heroes_of_hammerwatch_2
185709377,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,33.05,5,0.510097861289978,gameplay_loop,게임플레이 루프,negative,캐릭터 스킬이 단순하고 재미있는 능력이 부족함,heroes_of_hammerwatch_2
185709377,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,33.05,5,0.510097861289978,balance,밸런스,positive,직업 간 밸런스는 좋으나 스킬 구성의 재미가 떨어짐,heroes_of_hammerwatch_2
186571317,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,27.2,0,0.4508196711540222,positive_praise,긍정 칭찬,positive,초반부터 재미를 느낄 수 있는 ARPG라는 점을 긍정적으로 평가함,heroes_of_hammerwatch_2
185759745,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,32.78333333333333,18,0.4854690730571747,graphics_audio,그래픽/사운드,negative,그래픽이 가독성을 떨어뜨리고 음악이 기억에 남지 않음,heroes_of_hammerwatch_2
185759745,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,32.78333333333333,18,0.4854690730571747,difficulty,난이도,negative,적들의 체력이 너무 많고 물량 공세로 인해 난이도가 과도하게 높음,heroes_of_hammerwatch_2
185759745,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,32.78333333333333,18,0.4854690730571747,bug,버그,negative,함정 히트박스 판정 오류 의심,heroes_of_hammerwatch_2
185759745,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,32.78333333333333,18,0.4854690730571747,progression_grind,성장/반복 노가다,negative,메타 진행 속도가 너무 느리고 플레이 타임이 과도하게 김,heroes_of_hammerwatch_2
197739823,619820,Heroes of Hammerwatch II,positive,mixed,gameplay_loop,medium,D91-D180,11.15,0,0.5,gameplay_loop,게임플레이 루프,negative,사망 시 획득 자원의 40%를 수수료로 차감하는 시스템에 대한 불만,heroes_of_hammerwatch_2
197739823,619820,Heroes of Hammerwatch II,positive,mixed,gameplay_loop,medium,D91-D180,11.15,0,0.5,graphics_audio,그래픽/사운드,negative,전작 대비 그래픽과 음악이 아쉽다는 평가,heroes_of_hammerwatch_2
197739823,619820,Heroes of Hammerwatch II,positive,mixed,gameplay_loop,medium,D91-D180,11.15,0,0.5,gameplay_loop,게임플레이 루프,negative,전작 대비 게임플레이가 덜 경쾌함(less snappy),heroes_of_hammerwatch_2
197739823,619820,Heroes of Hammerwatch II,positive,mixed,gameplay_loop,medium,D91-D180,11.15,0,0.5,positive_praise,긍정 칭찬,positive,클래스 및 서브클래스 시스템은 전작보다 개선됨,heroes_of_hammerwatch_2
214959205,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D181+,135.25,0,0.5,positive_praise,긍정 칭찬,positive,"로그라이트 RPG로서 마을 건설, 다양한 캐릭터 빌드 및 스킬, 높은 리플레이 가치 보유",heroes_of_hammerwatch_2
186762822,619820,Heroes of Hammerwatch II,positive,mixed,progression_grind,medium,D0-D30,78.85,2,0.5512820482254028,progression_grind,성장/반복 노가다,negative,엔드게임 콘텐츠가 NG+ 반복 외에 부족함,heroes_of_hammerwatch_2
186762822,619820,Heroes of Hammerwatch II,positive,mixed,progression_grind,medium,D0-D30,78.85,2,0.5512820482254028,ui_ux,UI/UX,negative,스킬 전체 초기화(respec) 기능 부재에 대한 아쉬움,heroes_of_hammerwatch_2
186762822,619820,Heroes of Hammerwatch II,positive,mixed,progression_grind,medium,D0-D30,78.85,2,0.5512820482254028,positive_praise,긍정 칭찬,positive,게임 자체가 재미있으며 데모 버전이 있어 시도해볼 가치가 있음,heroes_of_hammerwatch_2
207745084,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,134.15,1,0.3851696848869324,balance,밸런스,negative,"difficulty level 7 or more is impossible to clear solo, enemies are overpowered",heroes_of_hammerwatch_2
207745084,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,134.15,1,0.3851696848869324,balance,밸런스,negative,heavy armor is useless compared to medium armor,heroes_of_hammerwatch_2
207745084,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,134.15,1,0.3851696848869324,balance,밸런스,negative,explosive traits make light armor penetration weapons pointless,heroes_of_hammerwatch_2
207745084,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,134.15,1,0.3851696848869324,bug,버그,negative,"bug report incomplete, mentions issues with blowing off something",heroes_of_hammerwatch_2
187940150,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D31-D90,38.23333333333333,3,0.4891681373119354,multiplayer_network,멀티/네트워크,negative,Co-op unfriendly,heroes_of_hammerwatch_2
187940150,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D31-D90,38.23333333333333,3,0.4891681373119354,optimization,최적화,negative,unoptimised indie shovelware,heroes_of_hammerwatch_2
186403463,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,48.15,0,0.4912663400173187,gameplay_loop,게임플레이 루프,negative,"repetitive, lack of variety in level design, same forest map repeated 3 times per run",heroes_of_hammerwatch_2
186403463,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,48.15,0,0.4912663400173187,content_volume,콘텐츠 분량,negative,"lack of biomes, map padding to make game seem bigger",heroes_of_hammerwatch_2
185861126,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,166.03333333333333,0,0.4883257448673248,positive_praise,긍정 칭찬,positive,Steam Deck에서 문제없이 구동됨,heroes_of_hammerwatch_2
185861126,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,166.03333333333333,0,0.4883257448673248,performance,성능,neutral,후반 레벨 및 로딩 이슈 해결을 위해 Proton 7.0-6 사용 권장,heroes_of_hammerwatch_2
186888781,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,78.21666666666667,2,0.523809552192688,content_volume,콘텐츠 분량,negative,전작과 차별점이 부족하고 콘텐츠 다양성이 적음,heroes_of_hammerwatch_2
186888781,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,78.21666666666667,2,0.523809552192688,graphics_audio,그래픽/사운드,negative,사운드트랙이 전작보다 퇴보함,heroes_of_hammerwatch_2
186888781,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,78.21666666666667,2,0.523809552192688,positive_praise,긍정 칭찬,positive,비주얼은 개선됨,heroes_of_hammerwatch_2
186333945,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D0-D30,4.483333333333333,0,0.5,multiplayer_network,멀티/네트워크,negative,플랫폼 간 크로스 플레이 미지원에 대한 불만,heroes_of_hammerwatch_2
186478931,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,1.1,4,0.5365168452262878,performance,성능,negative,Memory leaks mentioned,heroes_of_hammerwatch_2
186478931,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,1.1,4,0.5365168452262878,bug,버그,negative,bugs that make you lose all progress,heroes_of_hammerwatch_2
186478931,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,1.1,4,0.5365168452262878,control,조작감,negative,controls are clunky,heroes_of_hammerwatch_2
186478931,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,1.1,4,0.5365168452262878,content_volume,콘텐츠 분량,negative,dungeon feels generic and samey due to proc gen,heroes_of_hammerwatch_2
186478931,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,1.1,4,0.5365168452262878,developer_communication,개발사 소통,negative,"Terrible fanboy community on the forums, lack of moderation/support",heroes_of_hammerwatch_2
188807148,619820,Heroes of Hammerwatch II,positive,mixed,progression_grind,medium,D31-D90,33.016666666666666,1,0.5170454382896423,positive_praise,긍정 칭찬,positive,"One of the best pixel art games, very fun gameplay",heroes_of_hammerwatch_2
188807148,619820,Heroes of Hammerwatch II,positive,mixed,progression_grind,medium,D31-D90,33.016666666666666,1,0.5170454382896423,progression_grind,성장/반복 노가다,negative,Lack of purpose to keep grinding once village is maxed out,heroes_of_hammerwatch_2
188807148,619820,Heroes of Hammerwatch II,positive,mixed,progression_grind,medium,D31-D90,33.016666666666666,1,0.5170454382896423,balance,밸런스,negative,"Skill tree is too linear, lack of diversity in skill upgrades",heroes_of_hammerwatch_2
187731386,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,40.1,0,0.5,positive_praise,긍정 칭찬,positive,"total blast with friends, boss fights are tough, runs are never the same",heroes_of_hammerwatch_2
186117254,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,65.51666666666667,0,0.5,positive_praise,긍정 칭찬,positive,hammerwatch franchise will hold a special place in my heart,heroes_of_hammerwatch_2
224032052,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,4.583333333333333,3,0.52173912525177,progression_grind,성장/반복 노가다,negative,"struggle with ressources to upgrade your town, upgrade that use the same ressources needing to be bought on each character",heroes_of_hammerwatch_2
224032052,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,4.583333333333333,3,0.52173912525177,ui_ux,UI/UX,negative,"can't skip ""Mission result"" screen, need to watch it slowly for 10-15s",heroes_of_hammerwatch_2
224032052,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,4.583333333333333,3,0.52173912525177,graphics_audio,그래픽/사운드,negative,characters are as pixelated as the envvironment so they are hard to see,heroes_of_hammerwatch_2
224032052,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,4.583333333333333,3,0.52173912525177,balance,밸런스,negative,"ranger is the most op one, some other are fully useless",heroes_of_hammerwatch_2
224032052,619820,Heroes of Hammerwatch II,negative,negative,balance,high,D181+,4.583333333333333,3,0.52173912525177,gameplay_loop,게임플레이 루프,negative,Build and possibilities are very small,heroes_of_hammerwatch_2
185981926,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,21.016666666666666,4,0.4915662705898285,graphics_audio,그래픽/사운드,negative,"Pixel art, as nice as it is, kills readability in certain situations",heroes_of_hammerwatch_2
185981926,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,21.016666666666666,4,0.4915662705898285,difficulty,난이도,negative,"Traps are run ending high damage, so you do only the ones you know you can cheese",heroes_of_hammerwatch_2
185981926,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,21.016666666666666,4,0.4915662705898285,gameplay_loop,게임플레이 루프,negative,"Item gambling and Itemization is underdeveloped, town system boils down to buy more power",heroes_of_hammerwatch_2
185981926,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,21.016666666666666,4,0.4915662705898285,balance,밸런스,negative,"Classes are uninspired, weirdly balanced",heroes_of_hammerwatch_2
186320973,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.1,1,0.4773067533969879,gameplay_loop,게임플레이 루프,negative,roguelike doesn't work (perk and trinket system),heroes_of_hammerwatch_2
186320973,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.1,1,0.4773067533969879,progression_grind,성장/반복 노가다,negative,everything cost so much and you barely progress your village,heroes_of_hammerwatch_2
186320973,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.1,1,0.4773067533969879,content_volume,콘텐츠 분량,negative,"ng+ boring (just +numbers, no content)",heroes_of_hammerwatch_2
187187705,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.1333333333333333,0,0.4526748657226562,graphics_audio,그래픽/사운드,negative,"Graphics are bugged (squished screen, inverted colors, blank textures)",heroes_of_hammerwatch_2
187187705,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.1333333333333333,0,0.4526748657226562,bug,버그,negative,Completely unplayable due to graphical glitches,heroes_of_hammerwatch_2
207277542,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D181+,45.78333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"Super fun game loop, wanting to level up all characters",heroes_of_hammerwatch_2
207277542,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D181+,45.78333333333333,0,0.5,gameplay_loop,게임플레이 루프,neutral,runs can last upwards of an hour or an hour and a half,heroes_of_hammerwatch_2
215050591,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D181+,2.466666666666667,1,0.523809552192688,multiplayer_network,멀티/네트워크,negative,constantly loses connection,heroes_of_hammerwatch_2
215050591,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D181+,2.466666666666667,1,0.523809552192688,save_progression,저장/진행,negative,no way to resume your progress when you return back,heroes_of_hammerwatch_2
194123065,619820,Heroes of Hammerwatch II,negative,negative,save_progression,high,D91-D180,12.266666666666667,4,0.5580611228942871,save_progression,저장/진행,negative,all my saves were gone,heroes_of_hammerwatch_2
186131659,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.45,1,0.5205479264259338,bug,버그,negative,"game breaking, could not hit esc to reload or get to the menu",heroes_of_hammerwatch_2
186131659,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.45,1,0.5205479264259338,ui_ux,UI/UX,negative,inviting people to multiplayer is also not intuitive,heroes_of_hammerwatch_2
186569062,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,3.6,0,0.5,positive_praise,긍정 칭찬,positive,"excellent arpg with a town to upgrade, making the loop exciting.",heroes_of_hammerwatch_2
214837728,619820,Heroes of Hammerwatch II,negative,negative,crash,high,D181+,2.65,2,0.4545454680919647,crash,크래시,negative,Game has a lot of crash issues.,heroes_of_hammerwatch_2
214837728,619820,Heroes of Hammerwatch II,negative,negative,crash,high,D181+,2.65,2,0.4545454680919647,multiplayer_network,멀티/네트워크,negative,Multiplayer is unplayable with friends.,heroes_of_hammerwatch_2
185997786,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,4.366666666666666,16,0.6322329640388489,gameplay_loop,게임플레이 루프,negative,"every run feel literally exactly the same, no hook here.",heroes_of_hammerwatch_2
185997786,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,4.366666666666666,16,0.6322329640388489,progression_grind,성장/반복 노가다,negative,relies way too heavily on meta-progression.,heroes_of_hammerwatch_2
185937310,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,3.083333333333333,0,0.5,content_volume,콘텐츠 분량,negative,"needs way more content, more skills, classes, upgrades, gear, relics, enemies",heroes_of_hammerwatch_2
185937310,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,3.083333333333333,0,0.5,progression_grind,성장/반복 노가다,negative,Grind is very slow,heroes_of_hammerwatch_2
