appid,game_name,recommendationid,review_datetime,release_date,days_from_release,release_period,review_recency_group,steam_label_text,llm_sentiment,steam_llm_sentiment_relation,playtime_at_review_hours,playtime_stage,early_playtime_flag,votes_up,weighted_vote_score,llm_urgency_candidate,high_urgency_flag,llm_issue_category,issue_name_kor,llm_issue_sentiment,issue_positive_flag,issue_negative_or_mixed_flag,action_group_hint,priority_candidate,rule_priority_hint,priority_selection_note,priority_rule_detail,priority_reason,affected_review_count,negative_mixed_review_count,steam_negative_review_count,high_urgency_review_count,high_urgency_rate,negative_mixed_rate,steam_negative_rate,recent_30d_negative_mixed_review_count,early_playtime_negative_mixed_review_count,patch_ops_note,llm_issue_evidence,source_run
619820,Heroes of Hammerwatch II,185906659,2025-01-19 02:10:12,2025-01-14,5,D0-D30,older_90d,positive,mixed,partial_match,14.333333333333334,5-20h,False,4,0.52231764793396,medium,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 440개, 부정·혼합 0개, Steam 비추천 맥락 29개, High urgency 후보 16개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",440,0,29,16,0.0364,0.0,0.0659,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","fun game, recommend in a group",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,190553820,2025-03-18 16:16:20,2025-01-14,63,D31-D90,older_90d,negative,negative,exact_match,44.93333333333333,20-50h,False,78,0.7781606316566467,high,True,balance,밸런스,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 178개, 부정·혼합 171개, Steam 비추천 맥락 137개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 74개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",178,171,137,74,0.4157,0.9607,0.7697,3,16,"전투, 성장, 보상, 적 난이도의 불균형 지점을 조정한다.","잡몹이 보스보다 강하고, 특정 바이옴의 상태 이상(침묵, 무장해제 등)이 과도함",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,190553820,2025-03-18 16:16:20,2025-01-14,63,D31-D90,older_90d,negative,negative,exact_match,44.93333333333333,20-50h,False,78,0.7781606316566467,high,True,gameplay_loop,게임플레이 루프,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 306개, 부정·혼합 268개, Steam 비추천 맥락 240개, 최근 30일 부정·혼합 7개, 초반 플레이타임 부정·혼합 69개, High urgency 후보 82개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",306,268,240,82,0.268,0.8758,0.7843,7,69,"반복 피로, 목표 구조, 보상 흐름을 점검하고 플레이 루프의 지루함을 줄인다.",로그라이트 특유의 재미가 부족하고 완성도가 낮음,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,190553820,2025-03-18 16:16:20,2025-01-14,63,D31-D90,older_90d,negative,negative,exact_match,44.93333333333333,20-50h,False,78,0.7781606316566467,high,True,progression_grind,성장/반복 노가다,negative,False,True,단기 개선,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 179개, 부정·혼합 152개, Steam 비추천 맥락 136개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 32개, High urgency 후보 46개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",179,152,136,46,0.257,0.8492,0.7598,3,32,반복 성장과 노가다 피로를 줄일 수 있는 보상/성장 속도 조정을 검토한다.,장신구(trinkets)의 스케일링 부족,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185915176,2025-01-19 05:13:20,2025-01-14,5,D0-D30,older_90d,positive,positive,exact_match,28.65,20-50h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 440개, 부정·혼합 0개, Steam 비추천 맥락 29개, High urgency 후보 16개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",440,0,29,16,0.0364,0.0,0.0659,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","전작 대비 많은 개선, 클래스별 장비 유연성, 속성 시스템, 보스 메커니즘 만족",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185915176,2025-01-19 05:13:20,2025-01-14,5,D0-D30,older_90d,positive,positive,exact_match,28.65,20-50h,False,0,0.5,low,False,balance,밸런스,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 178개, 부정·혼합 171개, Steam 비추천 맥락 137개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 74개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",178,171,137,74,0.4157,0.9607,0.7697,3,16,"전투, 성장, 보상, 적 난이도의 불균형 지점을 조정한다.",긍정/부정 모디파이어를 조절하던 분수(fountain) 시스템의 부재 아쉬움,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,198356214,2025-06-28 12:21:55,2025-01-14,165,D91-D180,older_90d,negative,negative,exact_match,21.766666666666666,20-50h,False,0,0.4656862616539001,high,True,save_progression,저장/진행,negative,False,True,즉시 확인,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 85개, 부정·혼합 82개, Steam 비추천 맥락 77개, 최근 30일 부정·혼합 1개, 초반 플레이타임 부정·혼합 15개, High urgency 후보 78개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",85,82,77,78,0.9176,0.9647,0.9059,1,15,"저장 손실, 진행 막힘, 퀘스트 진행 불가 여부를 우선 점검한다.",클라우드 세이브 기능 오류로 인해 데이터 손실 발생,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185883963,2025-01-18 19:35:10,2025-01-14,4,D0-D30,older_90d,positive,positive,exact_match,11.316666666666666,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 440개, 부정·혼합 0개, Steam 비추천 맥락 29개, High urgency 후보 16개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",440,0,29,16,0.0364,0.0,0.0659,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","An amazing game. It's great to play solo, and even better playing coop.",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,206104279,2025-10-07 09:50:58,2025-01-14,266,D181+,older_90d,negative,negative,exact_match,8.383333333333333,5-20h,False,0,0.4741379022598266,high,True,performance,성능,negative,False,True,즉시 확인,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 33개, 부정·혼합 30개, Steam 비추천 맥락 22개, 최근 30일 부정·혼합 1개, 초반 플레이타임 부정·혼합 8개, High urgency 후보 28개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",33,30,22,28,0.8485,0.9091,0.6667,1,8,"프레임 저하, 로딩, 끊김 등 성능 문제를 환경별로 점검한다.",fix the damn memory leak. Game seizes up after an hour play needing constant restarts,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,206104279,2025-10-07 09:50:58,2025-01-14,266,D181+,older_90d,negative,negative,exact_match,8.383333333333333,5-20h,False,0,0.4741379022598266,high,True,bug,버그,negative,False,True,즉시 확인,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 82개, 부정·혼합 79개, Steam 비추천 맥락 61개, 초반 플레이타임 부정·혼합 17개, High urgency 후보 61개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",82,79,61,61,0.7439,0.9634,0.7439,0,17,"반복 언급된 버그를 재현 가능성 기준으로 분류하고, 플레이 방해 수준이 큰 항목부터 수정한다.",dropping to 10 fps mid run due to it,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,186136218,2025-01-22 06:57:57,2025-01-14,8,D0-D30,older_90d,negative,negative,exact_match,31.666666666666668,20-50h,False,2,0.5098039507865906,medium,False,balance,밸런스,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 178개, 부정·혼합 171개, Steam 비추천 맥락 137개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 74개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",178,171,137,74,0.4157,0.9607,0.7697,3,16,"전투, 성장, 보상, 적 난이도의 불균형 지점을 조정한다.",Favouring to employ the nerf hammer rather than create a fun experience... The warlock was the latest casualty...,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185689820,2025-01-16 04:35:14,2025-01-14,2,D0-D30,older_90d,positive,positive,exact_match,6.783333333333333,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 440개, 부정·혼합 0개, Steam 비추천 맥락 29개, High urgency 후보 16개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",440,0,29,16,0.0364,0.0,0.0659,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",solid combat and even better progression,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,188237284,2025-02-19 01:04:05,2025-01-14,36,D31-D90,older_90d,negative,negative,exact_match,107.43333333333334,50h+,False,4,0.5251798629760742,high,True,multiplayer_network,멀티/네트워크,negative,False,True,검토 필요,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 81개, 부정·혼합 65개, Steam 비추천 맥락 55개, 최근 30일 부정·혼합 1개, 초반 플레이타임 부정·혼합 17개, High urgency 후보 52개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",81,65,55,52,0.642,0.8025,0.679,1,17,세부 리뷰 확인 후 대응 방향을 검토한다.,"resurrecting someone reduces max hp, leading to toxic lobby behavior",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,188237284,2025-02-19 01:04:05,2025-01-14,36,D31-D90,older_90d,negative,negative,exact_match,107.43333333333334,50h+,False,4,0.5251798629760742,high,True,balance,밸런스,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 178개, 부정·혼합 171개, Steam 비추천 맥락 137개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 74개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",178,171,137,74,0.4157,0.9607,0.7697,3,16,"전투, 성장, 보상, 적 난이도의 불균형 지점을 조정한다.",curses in NG+ make melee characters extremely punishing and limit build variety,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,186885411,2025-02-01 07:43:47,2025-01-14,18,D0-D30,older_90d,positive,positive,exact_match,9.4,5-20h,False,0,0.5,low,False,progression_grind,성장/반복 노가다,neutral,False,False,단기 개선,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 179개, 부정·혼합 152개, Steam 비추천 맥락 136개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 32개, High urgency 후보 46개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",179,152,136,46,0.257,0.8492,0.7598,3,32,반복 성장과 노가다 피로를 줄일 수 있는 보상/성장 속도 조정을 검토한다.,takes a little bit to get the progress... Well... Progressing,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,186885411,2025-02-01 07:43:47,2025-01-14,18,D0-D30,older_90d,positive,positive,exact_match,9.4,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 440개, 부정·혼합 0개, Steam 비추천 맥락 29개, High urgency 후보 16개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",440,0,29,16,0.0364,0.0,0.0659,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",once it gets going... it gets GOOD,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,187405297,2025-02-07 19:34:56,2025-01-14,24,D0-D30,older_90d,negative,negative,exact_match,11.333333333333334,5-20h,False,1,0.4703726172447204,high,True,bug,버그,negative,False,True,즉시 확인,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 82개, 부정·혼합 79개, Steam 비추천 맥락 61개, 초반 플레이타임 부정·혼합 17개, High urgency 후보 61개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",82,79,61,61,0.7439,0.9634,0.7439,0,17,"반복 언급된 버그를 재현 가능성 기준으로 분류하고, 플레이 방해 수준이 큰 항목부터 수정한다.",7번의 패치 이후에도 여전히 버그가 많음,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,214293574,2025-12-27 01:06:30,2025-01-14,347,D181+,older_90d,negative,negative,exact_match,3.1333333333333333,1-5h,True,1,0.4814814925193786,medium,False,progression_grind,성장/반복 노가다,negative,False,True,단기 개선,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 179개, 부정·혼합 152개, Steam 비추천 맥락 136개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 32개, High urgency 후보 46개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",179,152,136,46,0.257,0.8492,0.7598,3,32,반복 성장과 노가다 피로를 줄일 수 있는 보상/성장 속도 조정을 검토한다.,전작보다 4배 더 심해진 그라인딩 요소에 대한 불만,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,186508240,2025-01-27 03:43:14,2025-01-14,13,D0-D30,older_90d,negative,negative,exact_match,43.583333333333336,20-50h,False,5,0.4239328801631927,low,False,other,기타,negative,False,True,검토 필요,중,중,기타 이슈는 원인이 명확하지 않아 세부 리뷰 확인 대상으로 분리,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"영향 리뷰 42개, 부정·혼합 37개, Steam 비추천 맥락 36개, 초반 플레이타임 부정·혼합 9개, High urgency 후보 13개(보조 참고), 절대 기준 후보 중, 규칙 근거: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리",42,37,36,13,0.3095,0.881,0.8571,0,9,세부 리뷰를 확인해 반복되는 하위 원인이 있는지 검토한다.,게임 내 종교적/오컬트적 이미지와 메커니즘에 대한 거부감 표출,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,187797842,2025-02-13 07:05:09,2025-01-14,30,D0-D30,older_90d,positive,mixed,partial_match,41.96666666666667,20-50h,False,1,0.5,low,False,content_volume,콘텐츠 분량,negative,False,True,장기 검토,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 166개, 부정·혼합 137개, Steam 비추천 맥락 112개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 33개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",166,137,112,33,0.1988,0.8253,0.6747,0,16,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,"endgame last levels don't feel quite ""done"" and NG+ feels unfinished",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,187797842,2025-02-13 07:05:09,2025-01-14,30,D0-D30,older_90d,positive,mixed,partial_match,41.96666666666667,20-50h,False,1,0.5,low,False,progression_grind,성장/반복 노가다,neutral,False,False,단기 개선,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 179개, 부정·혼합 152개, Steam 비추천 맥락 136개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 32개, High urgency 후보 46개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",179,152,136,46,0.257,0.8492,0.7598,3,32,반복 성장과 노가다 피로를 줄일 수 있는 보상/성장 속도 조정을 검토한다.,Additional resource sinks when the town is complete,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,187797842,2025-02-13 07:05:09,2025-01-14,30,D0-D30,older_90d,positive,mixed,partial_match,41.96666666666667,20-50h,False,1,0.5,low,False,gameplay_loop,게임플레이 루프,neutral,False,False,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 306개, 부정·혼합 268개, Steam 비추천 맥락 240개, 최근 30일 부정·혼합 7개, 초반 플레이타임 부정·혼합 69개, High urgency 후보 82개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",306,268,240,82,0.268,0.8758,0.7843,7,69,"반복 피로, 목표 구조, 보상 흐름을 점검하고 플레이 루프의 지루함을 줄인다.",Some way of removing trinkets from loot tables,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,187797842,2025-02-13 07:05:09,2025-01-14,30,D0-D30,older_90d,positive,mixed,partial_match,41.96666666666667,20-50h,False,1,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 440개, 부정·혼합 0개, Steam 비추천 맥락 29개, High urgency 후보 16개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",440,0,29,16,0.0364,0.0,0.0659,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",Well worth its price as it is. Can recommend.,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,216671235,2026-01-24 09:09:33,2025-01-14,375,D181+,older_90d,negative,negative,exact_match,112.66666666666669,50h+,False,0,0.5659425258636475,medium,False,progression_grind,성장/반복 노가다,negative,False,True,단기 개선,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 179개, 부정·혼합 152개, Steam 비추천 맥락 136개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 32개, High urgency 후보 46개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",179,152,136,46,0.257,0.8492,0.7598,3,32,반복 성장과 노가다 피로를 줄일 수 있는 보상/성장 속도 조정을 검토한다.,need to complete 7 runs with any progression stopping after the 2,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,188298224,2025-02-19 22:05:13,2025-01-14,36,D31-D90,older_90d,negative,negative,exact_match,52.05,50h+,False,2,0.4779411852359772,high,True,balance,밸런스,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 178개, 부정·혼합 171개, Steam 비추천 맥락 137개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 74개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",178,171,137,74,0.4157,0.9607,0.7697,3,16,"전투, 성장, 보상, 적 난이도의 불균형 지점을 조정한다.","end-game mechanic ""curse"" badly nerfs your character's offence and defence and scales up very quickly",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185988674,2025-01-20 02:34:46,2025-01-14,6,D0-D30,older_90d,negative,negative,exact_match,7.183333333333334,5-20h,False,0,0.4516129195690155,medium,False,gameplay_loop,게임플레이 루프,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 306개, 부정·혼합 268개, Steam 비추천 맥락 240개, 최근 30일 부정·혼합 7개, 초반 플레이타임 부정·혼합 69개, High urgency 후보 82개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",306,268,240,82,0.268,0.8758,0.7843,7,69,"반복 피로, 목표 구조, 보상 흐름을 점검하고 플레이 루프의 지루함을 줄인다.",loot retrieval and blessing mechanics feel tedious and require excessive backtracking,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185988674,2025-01-20 02:34:46,2025-01-14,6,D0-D30,older_90d,negative,negative,exact_match,7.183333333333334,5-20h,False,0,0.4516129195690155,medium,False,ui_ux,UI/UX,negative,False,True,단기 개선,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 69개, 부정·혼합 66개, Steam 비추천 맥락 46개, 최근 30일 부정·혼합 1개, 초반 플레이타임 부정·혼합 20개, High urgency 후보 31개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",69,66,46,31,0.4493,0.9565,0.6667,1,20,"메뉴, 인벤토리, 퀘스트 안내, 조작 안내 등 편의성 문제를 개선한다.",lack of end-of-map waypoints leads to empty running back and forth,heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185988674,2025-01-20 02:34:46,2025-01-14,6,D0-D30,older_90d,negative,negative,exact_match,7.183333333333334,5-20h,False,0,0.4516129195690155,medium,False,content_volume,콘텐츠 분량,neutral,False,False,장기 검토,상,중,"절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정",절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"영향 리뷰 166개, 부정·혼합 137개, Steam 비추천 맥락 112개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 33개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정",166,137,112,33,0.1988,0.8253,0.6747,0,16,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,"request for more spells, helpers, and pet casts",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185988674,2025-01-20 02:34:46,2025-01-14,6,D0-D30,older_90d,negative,negative,exact_match,7.183333333333334,5-20h,False,0,0.4516129195690155,medium,False,price_value,가격/가치,negative,False,True,장기 검토,중,중,절대 기준상 '중' 후보로 분류,부정·혼합 맥락과 Steam 비추천 맥락이 일정 수준 확인,"영향 리뷰 30개, 부정·혼합 21개, Steam 비추천 맥락 21개, 초반 플레이타임 부정·혼합 3개, High urgency 후보 8개(보조 참고), 절대 기준 후보 중, 규칙 근거: 부정·혼합 맥락과 Steam 비추천 맥락이 일정 수준 확인",30,21,21,8,0.2667,0.7,0.7,0,3,가격 대비 만족도 불만이 반복되는지 확인하고 할인/번들/콘텐츠 가치 전달을 검토한다.,"current price is not recommended, suggests sale price instead",heroes_of_hammerwatch_2
619820,Heroes of Hammerwatch II,185776421,2025-01-17 11:58:51,2025-01-14,3,D0-D30,older_90d,negative,negative,exact_match,4.116666666666666,1-5h,True,18,0.4462950825691223,high,True,balance,밸런스,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 178개, 부정·혼합 171개, Steam 비추천 맥락 137개, 최근 30일 부정·혼합 3개, 초반 플레이타임 부정·혼합 16개, High urgency 후보 74개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",178,171,137,74,0.4157,0.9607,0.7697,3,16,"전투, 성장, 보상, 적 난이도의 불균형 지점을 조정한다.","nerfing of ranger/bows, rogue flurry, and warlock siphon mechanics feels restrictive",heroes_of_hammerwatch_2
