condition_type,condition_value,issue_name_kor,issue_direction,condition_game_count,issue_game_count,issue_game_ratio,positive_game_count,negative_game_count,tag_positive_game_count,tag_negative_game_count,tag_mixed_game_count,high_urgency_game_count,both_positive_negative_game_count,total_issue_review_count,priority_level,priority_rule_detail,priority_reason,llm_evidence_text
steam_tag,Fighting,UI/UX,리스크 요소,2,1,50.0,1,1,1,1,0,1,1,10,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fighting'에서 'UI/UX' 항목은 전체 2개 게임 중 1개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fighting,버그,리스크 요소,2,1,50.0,1,1,1,1,0,1,1,7,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fighting'에서 '버그' 항목은 전체 2개 게임 중 1개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fighting,성능,리스크 요소,2,1,50.0,0,1,0,1,0,1,0,5,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fighting'에서 '성능' 항목은 전체 2개 게임 중 1개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 0개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fighting,성장/반복 노가다,리스크 요소,2,1,50.0,1,1,0,1,0,1,1,5,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fighting'에서 '성장/반복 노가다' 항목은 전체 2개 게임 중 1개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fighting,크래시,리스크 요소,2,1,50.0,1,1,0,1,0,1,1,3,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fighting'에서 '크래시' 항목은 전체 2개 게임 중 1개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,게임플레이 루프,리스크 요소,18,16,88.9,15,10,8,12,3,9,9,118,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 9개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '게임플레이 루프' 항목은 전체 18개 게임 중 16개 게임에서 반복되었다(88.9%). Steam 비추천 맥락은 10개 게임, Steam 추천 맥락은 15개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 9개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,UI/UX,리스크 요소,18,12,66.7,11,6,1,10,1,5,5,38,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 'UI/UX' 항목은 전체 18개 게임 중 12개 게임에서 반복되었다(66.7%). Steam 비추천 맥락은 6개 게임, Steam 추천 맥락은 11개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,그래픽/사운드,리스크 요소,18,12,66.7,12,5,8,9,1,4,5,47,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '그래픽/사운드' 항목은 전체 18개 게임 중 12개 게임에서 반복되었다(66.7%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 12개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,콘텐츠 분량,리스크 요소,18,11,61.1,11,5,6,8,1,3,5,84,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '콘텐츠 분량' 항목은 전체 18개 게임 중 11개 게임에서 반복되었다(61.1%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 11개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,난이도,리스크 요소,18,11,61.1,9,5,1,9,1,3,3,25,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '난이도' 항목은 전체 18개 게임 중 11개 게임에서 반복되었다(61.1%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 9개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,스토리,리스크 요소,18,7,38.9,5,6,1,6,1,4,4,29,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '스토리' 항목은 전체 18개 게임 중 7개 게임에서 반복되었다(38.9%). Steam 비추천 맥락은 6개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,버그,리스크 요소,18,11,61.1,8,5,0,11,1,6,2,91,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 6개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '버그' 항목은 전체 18개 게임 중 11개 게임에서 반복되었다(61.1%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 8개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 6개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,가격/가치,리스크 요소,18,9,50.0,6,4,5,5,0,3,1,26,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '가격/가치' 항목은 전체 18개 게임 중 9개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 6개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,기타,리스크 요소,18,8,44.4,7,6,1,7,0,4,5,31,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '기타' 항목은 전체 18개 게임 중 8개 게임에서 반복되었다(44.4%). Steam 비추천 맥락은 6개 게임, Steam 추천 맥락은 7개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,밸런스,리스크 요소,18,6,33.3,5,5,1,6,0,3,4,29,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '밸런스' 항목은 전체 18개 게임 중 6개 게임에서 반복되었다(33.3%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,조작감,리스크 요소,18,6,33.3,4,2,1,4,0,2,0,9,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '조작감' 항목은 전체 18개 게임 중 6개 게임에서 반복되었다(33.3%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,저장/진행,리스크 요소,18,6,33.3,6,1,1,5,0,3,1,14,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '저장/진행' 항목은 전체 18개 게임 중 6개 게임에서 반복되었다(33.3%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 6개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,성능,리스크 요소,18,5,27.8,4,3,0,4,0,3,2,11,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '성능' 항목은 전체 18개 게임 중 5개 게임에서 반복되었다(27.8%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,성장/반복 노가다,리스크 요소,18,4,22.2,0,4,0,4,0,2,0,10,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '성장/반복 노가다' 항목은 전체 18개 게임 중 4개 게임에서 반복되었다(22.2%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 0개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,First-Person,크래시,리스크 요소,18,3,16.7,2,2,0,3,0,3,1,11,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'First-Person'에서 '크래시' 항목은 전체 18개 게임 중 3개 게임에서 반복되었다(16.7%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fishing,긍정 칭찬,강화 요소,2,2,100.0,2,1,2,0,0,2,1,25,하,강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. 적용 규칙: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fishing'에서 '긍정 칭찬' 항목은 전체 2개 게임 중 2개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fishing,개발사 소통,리스크 요소,2,2,100.0,2,1,1,1,0,1,1,6,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fishing'에서 '개발사 소통' 항목은 전체 2개 게임 중 2개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fishing,버그,리스크 요소,2,2,100.0,1,1,0,2,0,2,0,2,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fishing'에서 '버그' 항목은 전체 2개 게임 중 2개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Fishing,저장/진행,리스크 요소,2,2,100.0,2,0,1,1,0,1,0,2,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Fishing'에서 '저장/진행' 항목은 전체 2개 게임 중 2개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 0개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
